,group,numbers
235,"('HCO3', 'FiO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",91
236,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",91
237,"('FiO2', 'Hct', 'PTT')",90
238,"('Potassium', 'PTT')",89
239,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",88
240,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Hct')",88
241,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb')",88
242,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",87
243,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",87
244,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",86
245,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",84
246,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC')",84
247,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Hct')",84
248,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",84
249,"('Chloride', 'Magnesium', 'Potassium', 'Hct')",83
250,"('HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",83
251,"('Glucose', 'PTT')",82
252,"('pH', 'SaO2', 'Glucose')",82
253,"('BaseExcess', 'pH', 'SaO2', 'Hct')",81
254,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",79
255,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen')",77
256,"('FiO2', 'pH', 'PaCO2', 'Glucose', 'Potassium')",76
257,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Lactate', 'Hct', 'Hgb')",76
258,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Glucose', 'Potassium', 'Hct')",75
259,"('HCO3', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",75
260,"('HCO3', 'FiO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",75
261,"('FiO2', 'Hgb')",75
262,"('HCO3', 'BUN', 'Chloride', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen')",75
263,"('HCO3', 'FiO2', 'BUN', 'Chloride', 'Magnesium', 'Potassium')",75
264,"('FiO2', 'Chloride', 'Potassium')",74
265,"('HCO3', 'AST', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",74
266,"('HCO3', 'BUN', 'Chloride', 'Potassium')",74
267,"('Calcium', 'Magnesium', 'Potassium')",73
268,"('pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate')",73
269,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",72
270,"('BaseExcess', 'HCO3', 'pH', 'BUN', 'Chloride', 'Potassium', 'Hct', 'Hgb', 'WBC')",71
271,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",71
272,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",71
273,"('BaseExcess', 'HCO3', 'pH', 'BUN', 'Chloride', 'Hct', 'Hgb', 'WBC')",70
274,"('pH', 'Glucose', 'Potassium', 'Hct', 'Hgb')",70
275,"('BaseExcess', 'HCO3', 'pH', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC')",70
276,"('Glucose', 'Magnesium', 'Potassium', 'Hct')",70
277,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Potassium', 'Hct', 'PTT', 'Platelets')",70
278,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",69
279,"('pH', 'PaCO2', 'SaO2', 'Glucose', 'Hct', 'Hgb')",69
280,"('SaO2', 'Glucose', 'Hct', 'Hgb')",69
281,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Magnesium', 'Potassium', 'Hct')",69
282,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",69
283,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium')",67
284,"('Magnesium', 'Potassium', 'PTT')",67
285,"('HCO3', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct')",67
286,"('BaseExcess', 'HCO3', 'pH', 'BUN', 'Chloride', 'Magnesium', 'Potassium')",67
287,"('HCO3', 'FiO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC')",66
288,"('pH', 'SaO2', 'Lactate')",66
289,"('BaseExcess', 'FiO2', 'pH', 'Hct')",66
290,"('FiO2', 'Chloride', 'Potassium', 'Hct')",65
291,"('FiO2', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",65
292,"('HCO3', 'BUN', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC')",65
293,"('HCO3', 'FiO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct')",65
294,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",65
295,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Chloride', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'WBC')",65
296,"('HCO3', 'pH', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium')",64
297,"('Hct', 'PTT', 'Fibrinogen', 'Platelets')",64
298,"('HCO3', 'pH', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",64
299,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'PTT')",64
300,"('HCO3', 'pH', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",64
301,"('BaseExcess', 'pH', 'PaCO2', 'Lactate', 'Hct', 'Hgb')",64
302,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",64
303,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'Hct')",63
304,"('pH', 'Glucose', 'Magnesium')",63
305,"('FiO2', 'SaO2', 'Hct', 'Hgb')",63
306,"('HCO3', 'FiO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",62
307,"('BaseExcess', 'pH', 'SaO2', 'Lactate', 'Hct')",62
308,"('HCO3', 'FiO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",62
309,"('PTT', 'Platelets')",62
310,"('FiO2', 'Magnesium')",62
311,"('BaseExcess', 'pH', 'PaCO2', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",62
312,"('BaseExcess', 'pH', 'PaCO2', 'Glucose', 'Lactate', 'Hct')",61
313,"('FiO2', 'Magnesium', 'Potassium')",61
314,"('FiO2', 'pH', 'Glucose', 'Potassium')",61
315,"('FiO2', 'Glucose', 'Hct')",60
316,"('FiO2', 'Hct', 'Hgb')",60
317,"('pH', 'Potassium', 'Hct')",60
318,"('SaO2', 'Glucose', 'Potassium')",59
319,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'PTT')",59
320,"('BaseExcess', 'pH', 'SaO2', 'Glucose')",59
321,"('pH', 'Glucose', 'Magnesium', 'Potassium', 'Hct')",59
322,"('BaseExcess', 'pH', 'PaCO2', 'PTT')",59
323,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Potassium', 'Hct')",58
324,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",58
325,"('HCO3', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",58
326,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",57
327,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate')",57
328,"('Potassium', 'Hct', 'Platelets')",57
329,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'SaO2', 'BUN', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC')",56
330,"('pH', 'PaCO2', 'Glucose', 'Hct', 'Hgb')",56
331,"('FiO2', 'Lactate')",56
332,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC')",56
333,"('FiO2', 'pH', 'Glucose')",55
334,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",55
335,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",55
336,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Magnesium', 'Hct', 'Hgb')",54
337,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'Potassium', 'Hct')",54
338,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",54
339,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",53
340,"('BaseExcess', 'FiO2', 'pH', 'SaO2', 'Hct')",53
341,"('pH', 'Magnesium')",53
342,"('BUN', 'Creatinine', 'Magnesium', 'Potassium')",53
343,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Magnesium', 'Potassium')",53
344,"('SaO2', 'Lactate')",52
345,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",52
346,"('HCO3', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",51
347,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",51
348,"('FiO2', 'pH', 'Lactate')",51
349,"('HCO3', 'FiO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",51
350,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",50
351,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",50
352,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'WBC')",50
353,"('HCO3', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",50
354,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Hgb')",50
355,"('pH', 'SaO2', 'Potassium')",50
356,"('HCO3', 'FiO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Potassium')",50
357,"('pH', 'PaCO2', 'SaO2', 'Lactate')",49
358,"('Fibrinogen',)",49
359,"('HCO3', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium')",49
360,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Potassium')",49
361,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Lactate', 'Hct', 'Hgb')",49
362,"('Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",49
363,"('Hct', 'Fibrinogen')",49
364,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Lactate', 'Hct', 'Hgb')",49
365,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",49
366,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",49
367,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Hct', 'Hgb')",48
368,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Glucose', 'Lactate', 'Hct')",48
369,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'Potassium', 'Hct')",48
370,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC')",48
371,"('BUN', 'Creatinine', 'Potassium', 'Hct', 'Platelets')",47
372,"('HCO3', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",47
373,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",47
374,"('pH', 'Hct', 'Hgb')",47
375,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",47
376,"('HCO3', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",47
377,"('pH', 'PaCO2', 'Glucose', 'Lactate')",47
378,"('HCO3', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'PTT', 'WBC', 'Platelets')",47
379,"('BaseExcess', 'FiO2', 'pH', 'Lactate', 'Hct')",46
380,"('Hct', 'Hgb', 'WBC', 'Fibrinogen')",46
381,"('HCO3', 'FiO2', 'pH', 'BUN', 'Chloride', 'Potassium', 'Hct', 'Hgb', 'WBC')",45
382,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'Hct')",44
383,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",44
384,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Potassium', 'Hct')",44
385,"('HCO3', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",44
386,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Lactate', 'Potassium')",44
387,"('FiO2', 'Hct', 'Hgb', 'WBC')",44
388,"('FiO2', 'Platelets')",43
389,"('Calcium', 'Magnesium', 'Phosphate', 'Potassium')",43
390,"('Potassium', 'Hct', 'PTT')",43
391,"('Lactate', 'Hct')",43
392,"('HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",43
393,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Magnesium')",43
394,"('BUN', 'Creatinine')",43
395,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",43
396,"('HCO3', 'BUN', 'Chloride', 'Creatinine', 'Magnesium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",42
397,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Hct', 'Hgb', 'PTT', 'Platelets')",42
398,"('BaseExcess', 'HCO3', 'pH', 'BUN', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen')",42
399,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",42
400,"('Glucose', 'Hct', 'Hgb', 'WBC', 'Platelets')",42
401,"('pH', 'PaCO2', 'Glucose', 'Lactate', 'Hct', 'Hgb')",42
402,"('SaO2', 'Hct')",42
403,"('BaseExcess', 'pH', 'SaO2', 'Chloride', 'Potassium', 'Hct')",41
404,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",41
405,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Hct', 'Hgb', 'WBC', 'Platelets')",41
406,"('pH', 'SaO2', 'Glucose', 'Hct', 'Hgb')",41
407,"('FiO2', 'pH', 'PaCO2', 'Glucose', 'Lactate')",41
408,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",41
409,"('HCO3', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",41
410,"('Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",40
411,"('BUN', 'Creatinine', 'Potassium')",40
412,"('Magnesium', 'Potassium', 'Hct', 'PTT')",40
413,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Magnesium', 'Hct')",40
414,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",40
415,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Hgb')",40
416,"('FiO2', 'pH', 'PaCO2', 'Glucose', 'Hct', 'Hgb')",39
417,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",39
418,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Potassium', 'Hct')",39
419,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Magnesium', 'Hct', 'Hgb')",39
420,"('FiO2', 'Magnesium', 'Hct')",39
421,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC')",39
422,"('HCO3', 'pH', 'BUN', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC')",39
423,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",39
424,"('HCO3', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",39
425,"('HCO3', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",39
426,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",38
427,"('HCO3', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Magnesium', 'Phosphate', 'Potassium')",38
428,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",38
429,"('HCO3', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",38
430,"('HCO3', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Potassium', 'PTT')",38
431,"('BaseExcess', 'HCO3', 'pH', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen')",38
