,group,numbers
212,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'Phosphate', 'Potassium', 'TroponinI')",22
213,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Glucose', 'Lactate', 'Potassium', 'PTT', 'Fibrinogen', 'Platelets')",22
214,"('FiO2', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",22
215,"('FiO2', 'TroponinI')",21
216,"('Glucose', 'Potassium', 'Hct', 'Hgb')",21
217,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Magnesium', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",21
218,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'Potassium', 'Hgb')",21
219,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",21
220,"('FiO2', 'Hct', 'Hgb', 'WBC', 'Platelets')",21
221,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",21
222,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Glucose', 'Lactate')",20
223,"('Magnesium', 'Phosphate', 'TroponinI')",20
224,"('FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",20
225,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium')",20
226,"('FiO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",20
227,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Glucose', 'Lactate', 'Potassium', 'PTT', 'Fibrinogen')",20
228,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",20
229,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Potassium')",20
230,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",20
231,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",20
232,"('FiO2', 'pH', 'SaO2')",20
233,"('FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",19
234,"('FiO2', 'pH', 'PaCO2', 'Calcium', 'Glucose', 'Lactate', 'Potassium')",19
235,"('Bilirubin_direct',)",19
236,"('FiO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium')",19
237,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Hct', 'Hgb', 'WBC', 'Platelets')",18
238,"('AST', 'Alkalinephos', 'Bilirubin_direct', 'Bilirubin_total', 'TroponinI')",18
239,"('pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",18
240,"('Hct', 'Hgb', 'PTT', 'Fibrinogen')",18
241,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",18
242,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",18
243,"('FiO2', 'Glucose', 'Lactate')",17
244,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'Potassium', 'PTT')",17
245,"('Glucose', 'Magnesium', 'Potassium', 'TroponinI')",17
246,"('Hct',)",17
247,"('Magnesium', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",17
248,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium')",16
249,"('FiO2', 'Magnesium', 'Potassium')",16
250,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",16
251,"('FiO2', 'pH', 'PaCO2', 'Calcium', 'Chloride', 'Glucose', 'Lactate', 'Potassium', 'TroponinI')",16
252,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",16
253,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",16
254,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'PTT')",16
255,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'PTT')",16
256,"('Glucose', 'Lactate')",15
257,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",15
258,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",15
259,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",15
260,"('FiO2', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",14
261,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",14
262,"('Magnesium', 'Phosphate', 'Potassium', 'TroponinI')",14
263,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Bilirubin_total', 'PTT')",14
264,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'Fibrinogen', 'Platelets')",14
265,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",13
266,"('pH', 'PaCO2', 'SaO2', 'Calcium', 'Potassium')",13
267,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hgb')",13
268,"('Lactate', 'Potassium')",13
269,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",13
270,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",13
271,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",13
272,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",13
273,"('Phosphate', 'Potassium')",13
274,"('pH', 'PaCO2', 'SaO2', 'Calcium', 'Lactate')",13
275,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",13
276,"('Glucose', 'TroponinI', 'PTT')",13
277,"('FiO2', 'Lactate', 'Potassium', 'Hct')",13
278,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'TroponinI')",13
279,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",13
280,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",13
281,"('FiO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Bilirubin_total')",13
282,"('Glucose', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",12
283,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",12
284,"('Creatinine',)",12
285,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Potassium')",12
286,"('pH', 'PaCO2', 'SaO2', 'Calcium', 'Glucose', 'Potassium')",12
287,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Potassium', 'Bilirubin_total', 'PTT')",12
288,"('Glucose', 'Platelets')",12
289,"('FiO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Potassium')",12
290,"('Magnesium', 'Hct', 'Hgb')",12
291,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",12
292,"('pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",12
293,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb')",12
294,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hgb')",12
295,"('pH', 'PaCO2', 'SaO2', 'Glucose', 'Potassium')",11
296,"('Phosphate', 'Hct', 'Hgb', 'WBC', 'Platelets')",11
297,"('pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",11
298,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb')",11
299,"('pH', 'PaCO2', 'SaO2', 'Calcium', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",11
300,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",11
301,"('Glucose', 'Magnesium', 'Phosphate', 'TroponinI')",11
302,"('pH', 'PaCO2', 'SaO2', 'Lactate', 'Potassium')",11
303,"('FiO2', 'pH', 'PaCO2', 'Calcium', 'Chloride', 'Glucose', 'Lactate', 'Potassium', 'PTT', 'Fibrinogen', 'Platelets')",11
304,"('Fibrinogen', 'Platelets')",11
305,"('FiO2', 'pH', 'PaCO2', 'Calcium', 'Chloride', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium')",11
306,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'TroponinI')",11
307,"('Magnesium', 'Potassium', 'PTT')",11
308,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total')",11
309,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Chloride', 'Glucose', 'Lactate', 'Potassium', 'TroponinI')",11
310,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Phosphate', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",11
311,"('Glucose', 'Hct', 'Hgb', 'PTT', 'Fibrinogen', 'Platelets')",11
312,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Magnesium', 'Potassium', 'Bilirubin_total')",11
313,"('FiO2', 'pH', 'PaCO2', 'Calcium', 'Chloride', 'Glucose', 'Lactate', 'Potassium', 'PTT', 'Fibrinogen')",10
314,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",10
315,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",10
316,"('Glucose', 'Phosphate', 'Potassium')",10
317,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium')",10
318,"('Phosphate', 'TroponinI')",10
319,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'Platelets')",10
320,"('Hct', 'Hgb', 'Platelets')",10
321,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Fibrinogen')",10
322,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",10
323,"('Hct', 'Hgb', 'Fibrinogen')",10
324,"('AST', 'Alkalinephos', 'Bilirubin_direct', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",10
325,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",9
326,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'Potassium', 'TroponinI', 'Hct', 'Hgb')",9
327,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",9
328,"('FiO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",9
329,"('Glucose', 'Magnesium', 'Hct', 'Hgb', 'WBC', 'Platelets')",9
330,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",9
331,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",9
332,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",9
333,"('pH', 'PaCO2', 'SaO2', 'Calcium', 'Glucose', 'Lactate')",9
334,"('Glucose', 'TroponinI', 'Hgb')",9
335,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb')",9
336,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",9
337,"('Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'TroponinI')",9
338,"('Magnesium', 'TroponinI', 'PTT')",8
339,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",8
340,"('pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",8
341,"('pH', 'PaCO2', 'SaO2', 'Potassium')",8
342,"('FiO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",8
343,"('HCO3', 'pH', 'PaCO2', 'SaO2', 'Chloride', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb')",8
344,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",8
345,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'Chloride', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",8
346,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",8
347,"('Potassium', 'Hgb')",8
348,"('FiO2', 'pH', 'PaCO2', 'Calcium', 'Chloride', 'Lactate', 'Potassium')",8
349,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Potassium', 'Bilirubin_total', 'TroponinI', 'PTT')",8
350,"('Potassium', 'PTT')",8
351,"('Glucose', 'Magnesium', 'Phosphate', 'Hct', 'Hgb', 'WBC', 'Platelets')",8
352,"('Glucose', 'Lactate', 'Potassium')",8
353,"('FiO2', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'Fibrinogen', 'Platelets')",8
354,"('Calcium', 'Glucose')",8
355,"('FiO2', 'Glucose', 'Magnesium', 'Potassium')",8
356,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Glucose', 'Lactate', 'Potassium', 'PTT')",8
357,"('FiO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",8
358,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Magnesium')",7
359,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",7
360,"('FiO2', 'pH', 'SaO2', 'Calcium', 'Glucose', 'Lactate', 'Potassium')",7
361,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",7
362,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Lactate', 'TroponinI')",7
363,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'Potassium', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",7
364,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",7
365,"('FiO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",7
366,"('pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",7
367,"('FiO2', 'Glucose', 'TroponinI')",7
368,"('Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",7
369,"('Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",7
370,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'TroponinI', 'PTT')",7
371,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium')",7
372,"('Potassium', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",7
373,"('Glucose', 'Magnesium', 'Potassium', 'PTT')",7
374,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'Phosphate', 'Potassium', 'Hct', 'Hgb')",7
375,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Glucose', 'Lactate', 'Phosphate', 'Potassium')",7
376,"('pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium')",7
377,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Bilirubin_total')",7
378,"('pH', 'PaCO2', 'Calcium', 'Chloride', 'Glucose', 'Lactate', 'Potassium')",7
379,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium')",7
380,"('pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Potassium')",7
381,"('Magnesium', 'Potassium', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",7
382,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",7
383,"('FiO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",7
384,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Potassium', 'Bilirubin_total', 'TroponinI')",7
385,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",7
386,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Potassium', 'Bilirubin_total')",7
387,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Fibrinogen')",7
388,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Magnesium', 'Potassium', 'Bilirubin_total', 'TroponinI')",7
389,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",7
390,"('FiO2', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",7
391,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Glucose')",7
392,"('Bilirubin_direct', 'Glucose')",6
